Sgmt,Src,RptgDt,BizDt,TradRegnOrgn,Lvl,ClrMmbId,BrkrOrCtdnPtcptId,ClntTp,ClntId,ISIN,TckrSymb,SttlmTp,SctiesSttlmTxId,SctySrs,FinInstrmId,FinInstrmTp,XpryDt,StrkPric,OptnTp,ValAtRskMrgn,SPANMrgn,LossMrgn,PrmAmt,CnsltdCrstllsdOblgtnMrg,DlvrySttlmtMrgn,SpclMrgn,SpclCshMrgn,TndrMrgn,AddtlMrgn,MrkToMktNetd,MinMrgn,SPANMrgnMin,XtrmLossMrgnMin,AggtPeakLbltyRptd,EndOfDayRqrmntRptd,TtlMrgnAsPerActlParams,TtlBuyTradgVol,TtlBuyTrfVal,TtlSellTradgVol,TtlSellTrfVal,NetOpnQty,NetOpnVal,CncntrtnMrgn,DvlmntMrgn,CrossMrgnBnftForSPAN,CrossMrgnBnftForELM,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,P,01280,,,,,,,,,,,,507512.25,42082,0,0,0,,0,0,0,188900,,513651.72,42082,478143.22,555733.72,549594.25,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,A110035,,,,,,,,,,,,358110,29842.5,0,0,0,,0,0,0,0,,358110,29842.5,387952.5,387952.5,387952.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,A111486,,,,,,,,,,,,145044,12087,0,0,0,,0,0,0,0,,145044,12087,157131,157131,157131,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,A111494,,,,,,,,,,,,1925965.74,158804,0,0,0,,0,0,0,0,,1951076.52,158804,2109880.52,2109880.52,2084769.74,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,A111505,,,,,,,,,,,,300480,25040,0,-2720,0,,0,0,0,0,,300480,25040,325520,325520,328240,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AF11387,,,,,,,,,,,,2765414,309858.5,0,0,0,,0,0,0,0,,2765414,309858.5,3075272.5,3075272.5,3075272.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AF12923,,,,,,,,,,,,3490416,289993,0,0,0,,0,0,0,0,,3490416,289993,3780409,3780409,3780409,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AF19062,,,,,,,,,,,,72522,6043.5,0,0,0,,0,0,0,0,,72522,6043.5,78565.5,78565.5,78565.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AF19205,,,,,,,,,,,,18452747.55,1605320,0,0,0,,0,0,0,0,,17941655.49,1605320,19546975.49,19546975.49,20058067.55,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AF19369,,,,,,,,,,,,10040190,836682.5,0,0,0,,0,0,0,0,,10040190,836682.5,10876872.5,10876872.5,10876872.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AF19487,,,,,,,,,,,,664980,55415,0,0,0,,0,0,0,0,,664980,55415,720395,720395,720395,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AH5021,,,,,,,,,,,,77434,6173,0,0,0,,0,0,0,0,,79867.07,6173,86040.07,86040.07,83607,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AH5738,,,,,,,,,,,,0,0,0,-2200,0,,0,0,0,0,,0,0,0,0,2200,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AMR10453,,,,,,,,,,,,1060171.72,89798,0,0,0,,0,0,0,0,,1077574.52,89798,1167372.52,1167372.52,1149969.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AMR1523,,,,,,,,,,,,41544,3462,0,0,0,,0,0,0,0,,41544,3462,45006,45006,45006,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AMR1622,,,,,,,,,,,,101820,8485,0,0,0,,0,0,0,0,,101820,8485,110305,110305,110305,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,AW1859,,,,,,,,,,,,72522,6043.5,0,0,0,,0,0,0,0,,72522,6043.5,78565.5,78565.5,78565.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,BRD1674,,,,,,,,,,,,450720,37560,0,0,0,,0,0,0,0,,450720,37560,488280,488280,488280,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,BT1098,,,,,,,,,,,,220678,18110,0,0,0,,0,0,0,0,,223111.07,18110,241221.07,241221.07,238788,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,BT1265,,,,,,,,,,,,41004,3417,0,0,0,,0,0,0,0,,41004,3417,44421,44421,44421,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,BT1372,,,,,,,,,,,,51840,6480,0,0,0,,0,0,0,0,,51840,6480,58320,58320,58320,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M51078,01280,C,BT1885,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,,,,0,0,,,,,,,
