Sgmt,Src,RptgDt,BizDt,TradRegnOrgn,Lvl,ClrMmbId,BrkrOrCtdnPtcptId,ClntTp,ClntId,ISIN,TckrSymb,SttlmTp,SctiesSttlmTxId,SctySrs,FinInstrmId,FinInstrmTp,XpryDt,StrkPric,OptnTp,ValAtRskMrgn,SPANMrgn,LossMrgn,PrmAmt,CnsltdCrstllsdOblgtnMrg,DlvrySttlmtMrgn,SpclMrgn,SpclCshMrgn,TndrMrgn,AddtlMrgn,MrkToMktNetd,MinMrgn,SPANMrgnMin,XtrmLossMrgnMin,AggtPeakLbltyRptd,EndOfDayRqrmntRptd,TtlMrgnAsPerActlParams,TtlBuyTradgVol,TtlBuyTrfVal,TtlSellTradgVol,TtlSellTrfVal,NetOpnQty,NetOpnVal,CncntrtnMrgn,DvlmntMrgn,CrossMrgnBnftForSPAN,CrossMrgnBnftForELM,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,P,00021,,,,,,,,,,,,36456681.97,3130019.5,-4839625,-141349.08,0,,0,0,0,-158000,,31630382.92,3130019.5,4703071.92,34918402.42,34888425.55,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,AP34,,,,,,,,,,,,3440970,286747.5,0,0,0,,0,0,0,0,,3440970,286747.5,3727717.5,3727717.5,3727717.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CAD3764,,,,,,,,,,,,25127939.84,2084760.5,0,0,0,,0,0,0,0,,25208231.24,2084760.5,27292991.74,27292991.74,27212700.34,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CAD3785,,,,,,,,,,,,2197705.78,178486,0,0,0,,0,0,0,0,,2266760.43,178486,2445246.43,2445246.43,2376191.78,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CAD3920,,,,,,,,,,,,998957.17,81130,0,-350850,0,,0,0,0,0,,1030345.65,81130,1111475.65,1111475.65,1430937.17,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CI30202,,,,,,,,,,,,99895.72,8113,0,0,0,,0,0,0,0,,103034.57,8113,111147.57,111147.57,108008.72,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CT60142,,,,,,,,,,,,134940,11245,0,0,0,,0,0,0,0,,134940,11245,146185,146185,146185,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CT60242,,,,,,,,,,,,77434,6173,0,0,0,,0,0,0,0,,79867.07,6173,86040.07,86040.07,83607,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,CT60256,,,,,,,,,,,,1250678.59,103165,0,0,0,,0,0,0,0,,1266372.83,103165,1369537.83,1369537.83,1353843.59,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,DER502,,,,,,,,,,,,0,0,0,-5900,0,,0,0,0,0,,0,0,0,0,5900,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,DT13797,,,,,,,,,,,,173055,18591.5,0,0,0,,0,0,0,2950,,173055,18591.5,102804.5,191646.5,191646.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,DWL0017,,,,,,,,,,,,123552,10296,0,0,0,,0,0,0,0,,123552,10296,133848,133848,133848,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,EIE0049,,,,,,,,,,,,67470,5622.5,0,-3900,0,,0,0,0,0,,67470,5622.5,73092.5,73092.5,76992.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,EIE0177,,,,,,,,,,,,134940,11245,0,0,0,,0,0,0,0,,134940,11245,146185,146185,146185,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,EIE0292,,,,,,,,,,,,2516430,209702.5,0,-47550,0,,0,0,0,0,,2516430,209702.5,2726132.5,2726132.5,2773682.5,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,EIE0296,,,,,,,,,,,,5270184,456090,0,0,0,,0,0,0,0,,5270184,456090,5726274,5726274,5726274,,,,,,,0,0,,,,,,,
CO,NCCL,2026-05-09,2026-05-09,1,P,M50020,00021,C,EIE0378,,,,,,,,,,,,3566575.99,418237,0,-26400,0,,0,0,0,0,,3571442.14,418237,3989679.14,3989679.14,4011212.99,,,,,,,0,0,,,,,,,
